DIRECTORIO SECUENCIA_ENCUESTA SECUENCIA_P ORDEN DEPMUNI P5747 P5752 P5752S1 P5090 FEX_C
137822 1 1 1 63001 2 1 1 1 25.6889963922011
137823 1 1 1 63001 2 1 2 2 12.4951895734595
137824 1 1 1 63001 2 1 1 1 20.3178092042585
137825 1 1 1 63001 1 1 2 1 20.3178092042585
137826 1 1 1 63001 1 1 3 2 20.3178092042585
137828 1 1 1 63001 2 1 3 2 44.9980221025511
137829 1 1 1 63001 2 1 3 2 51.0384302849073
137830 1 1 1 63001 1 1 3 1 20.3178092042585
137831 1 1 1 63001 2 1 2 2 38.3701937264811
137832 1 1 1 63001 1 1 2 1 21.9067466045754
137833 1 1 1 63001 2 1 2 3 32.1895169455251
137834 1 1 1 63001 2 1 2 2 25.2188790603273
137835 1 1 1 63001 1 1 2 2 53.8123107082508
137836 1 1 1 63001 1 1 2 2 40.9547824765078
137837 1 1 1 63001 1 1 1 1 20.3178092042585
137838 1 1 1 63001 1 1 1 3 54.7055006461557
137839 1 1 1 63001 1 1 3 2 25.2188790603273
137840 1 1 1 63001 1 1 3 1 30.9850481670546
137841 1 1 1 63001 3 1 1 2 38.5465246239441
137842 1 1 1 63001 1 1 3 1 42.9579513926952
137843 1 1 1 63001 1 1 4 1 30.8725302072673
137844 1 1 1 63001 1 1 3 2 33.4012881417054
137845 1 1 1 63001 2 1 1 2 67.6099356324732
137846 1 1 1 63001 1 1 2 1 35.7540743078922
137847 1 1 1 63001 2 1 1 2 47.6852568765256
137848 1 1 1 63001 2 1 3 2 33.2888112585243
137849 1 1 1 63001 1 1 1 1 44.8359393349377
137851 1 1 1 63001 1 1 3 2 47.3693781614463
137852 1 1 1 63001 1 1 3 2 58.113562931199
137853 1 1 1 63001 3 1 3 2 27.778090176774
137854 1 1 1 63001 1 1 1 2 44.7833527956543
137855 1 1 1 63001 2 1 3 2 44.7833527956543
137856 1 1 1 63001 1 1 1 1 54.8811518392415
137857 1 1 1 63001 1 1 1 1 22.8965460761491
137858 1 1 1 63001 2 1 2 2 38.5465246239441
137859 1 1 1 63001 1 1 3 2 40.3719260269033
137860 1 1 1 63001 1 1 1 2 32.1895169455251
137861 1 1 1 63001 1 1 1 1 52.8638316878664
137862 1 1 1 63001 1 1 1 2 57.217670450098
137863 1 1 1 63001 1 1 1 1 29.4682230614649
137864 1 1 1 63001 1 1 1 1 33.6649805233192
137865 1 1 1 63001 1 1 1 1 42.4878340608214
137866 1 1 1 63001 2 1 3 2 35.3964749358057
137867 1 1 1 63001 2 1 3 1 35.9873135074974
137868 1 1 1 63001 1 1 1 1 23.5813327149197
137869 1 1 1 63001 1 1 3 3 38.3701937264811
137870 1 1 1 63001 1 1 2 1 31.8764809140286
137871 1 1 1 63001 1 1 1 1 35.7540743078922
137873 1 1 1 63001 1 1 1 1 38.5465246239441
137874 1 1 1 63001 2 1 4 2 35.7540743078922
137875 1 1 1 63001 2 1 4 1 35.7540743078922
137876 1 1 1 63001 1 1 1 1 22.8965460761491
137877 1 1 1 63001 1 1 1 1 36.5433557077567
137878 1 1 1 63001 2 1 4 2 27.778090176774
137879 1 1 1 63001 2 1 3 2 46.2588163734485
137880 1 1 1 63001 1 1 1 1 45.0470451772681
137881 1 1 1 63001 2 1 4 1 33.6649805233192
137882 1 1 1 63001 1 1 2 3 81.2712368170341
137883 1 1 1 63001 1 1 1 1 30.9850481670546
137884 1 1 1 63001 2 1 4 2 38.5465246239441
137885 1 1 1 63001 2 1 4 2 32.1895169455251
137886 1 1 1 63001 1 1 2 1 35.7540743078922
137887 1 1 1 63001 1 1 1 1 58.113562931199
137888 1 1 1 63001 1 1 2 2 36.7580250146535
137889 1 1 1 63001 2 1 4 1 35.7540743078922
137890 1 1 1 63001 1 1 2 1 20.3178092042585
137891 1 1 1 63001 1 1 3 2 27.3079728449002
137892 1 1 1 63001 1 1 2 2 31.9784111031947
137893 1 1 1 63001 2 1 4 1 33.6649805233192
137894 1 1 1 63001 1 1 2 1 37.8127149104565
137895 1 1 1 63001 2 1 3 2 45.1515399383621
137896 1 1 1 63001 1 1 3 1 22.4264287442753
137897 1 1 1 63001 2 1 4 1 22.7373484556293
137898 1 1 1 63001 2 1 5 1 41.7534826142247
137899 1 1 1 63001 1 1 2 1 20.3178092042585
137900 1 1 1 63001 2 1 4 1 40.1655010766432
137901 1 1 1 63001 1 1 2 1 30.8725302072673
137902 1 1 1 63001 1 1 3 1 33.2888112585243
137903 1 1 1 63001 2 1 5 2 48.8205920618231
137904 1 1 1 63001 1 1 2 1 40.9547824765078
137905 1 1 1 63001 1 1 2 1 33.1948631914454
137906 1 1 1 63001 2 1 5 2 35.7540743078922
137907 1 1 1 63001 1 1 2 2 38.5465246239441
137908 1 1 1 63001 2 1 2 2 33.6649805233192
137909 1 1 1 63001 2 1 4 2 55.6391487269752
137910 1 1 1 63001 1 1 3 1 20.3178092042585
137911 1 1 1 63001 2 1 5 1 35.7540743078922
137912 1 1 1 63001 1 1 3 1 40.9547824765078
137913 1 1 1 63001 2 1 2 2 40.1655010766432
137914 1 1 1 63001 2 1 4 2 41.0501260827457
137915 1 1 1 63001 2 1 4 2 23.5813327149197
137916 1 1 1 63001 1 1 2 1 20.3178092042585
137917 1 1 1 63001 2 1 5 1 27.778090176774
137918 1 1 1 63001 1 1 3 1 35.7540743078922
137919 1 1 1 63001 1 1 3 1 22.8965460761491
137920 1 1 1 63001 2 1 4 1 29.4682230614649
137921 1 1 1 63001 1 1 2 1 57.2752584566175
137922 1 1 1 63001 2 1 4 2 58.9981879373015
137923 1 1 1 63001 2 1 3 2 36.175168565049
137924 1 1 1 63001 2 1 4 1 35.7540743078922
137925 1 1 1 63001 2 1 4 1 43.9470711598916
137926 1 1 1 63001 1 1 2 1 23.1112153830459
137927 1 1 1 63001 2 1 6 1 33.6649805233192
137928 1 1 1 63001 1 1 2 1 30.9770249683612
137929 1 1 1 63001 2 1 6 1 20.8074522915762
137930 1 1 1 63001 1 1 2 1 30.9850481670546
137931 1 1 1 63001 2 1 1 2 81.480226339222
137932 1 1 1 63001 1 1 3 1 31.5758867387463
137933 1 1 1 63001 1 1 2 1 30.1004231609522
137934 1 1 1 63001 2 1 5 1 27.778090176774
137935 1 1 1 63001 2 1 6 2 53.3339490197402
137936 1 1 1 63001 2 1 5 1 20.3178092042585
137937 1 1 1 63001 2 1 5 3 33.0741419516276
137938 1 1 1 63001 2 1 6 1 33.6649805233192
137939 1 1 1 63001 1 1 2 2 66.7743337010878
137940 1 1 1 63001 2 1 2 2 53.702136162448
137941 1 1 1 63001 1 1 3 1 22.8965460761491
137942 1 1 1 63001 2 1 5 1 38.5465246239441
137943 1 1 1 63001 2 1 5 1 38.5465246239441
137944 1 1 1 63001 1 1 1 2 27.778090176774
137945 1 1 1 63001 1 1 1 2 65.2016777799096
137946 1 1 1 63001 1 1 1 1 27.9927594836708
137947 1 1 1 63001 2 1 5 1 33.4012881417054
137948 1 1 1 63001 1 1 1 2 76.1528145841406
137949 1 1 1 63001 1 1 2 1 25.6889963922011
137950 1 1 1 63001 1 1 2 1 44.7833527956543
137951 1 1 1 63001 1 1 2 1 43.5788840171839
137952 1 1 1 63001 2 1 4 1 33.6649805233192
137953 1 1 1 63001 1 1 3 2 57.7453757884913
137954 1 1 1 63001 1 1 2 2 27.778090176774
137955 1 1 1 63001 1 1 2 2 37.4855687203786
137956 1 1 1 63001 1 1 2 1 33.6649805233192
137957 1 1 1 63001 1 1 2 1 40.740113169611
137958 1 1 1 63001 1 1 3 1 57.7453757884913
137959 1 1 1 63001 2 1 5 1 44.7833527956543
137960 1 1 1 63001 2 1 5 1 30.9850481670546
137961 1 1 1 63001 1 1 3 1 45.1515399383621
137962 1 1 1 63001 1 1 2 2 30.8725302072673
137963 1 1 1 63001 2 1 2 2 38.5465246239441
137964 1 1 1 63001 1 1 3 1 35.7540743078922
137965 1 1 1 63001 2 1 2 1 20.3178092042585
137966 1 1 1 63001 2 1 5 2 44.7833527956543
137967 1 1 1 63001 2 1 5 2 33.0741419516276
137968 1 1 1 63001 2 1 5 2 35.7540743078922
137969 1 1 1 63001 2 1 5 1 38.5465246239441
137970 1 1 1 63001 2 1 5 2 40.740113169611
137971 1 1 1 63001 1 1 2 1 29.0394672573867
137972 1 1 1 63001 2 1 5 2 27.778090176774
137973 1 1 1 63001 3 1 1 2 52.9657618770325
137974 1 1 1 63001 1 1 1 1 48.5575246409387
137975 1 1 1 63001 1 1 2 1 23.7960020218165
137976 1 1 1 63001 2 1 1 1 66.4155004927989
137977 1 1 1 63001 1 1 2 2 38.5465246239441
137978 1 1 1 63001 2 1 4 1 27.778090176774
137979 1 1 1 63001 1 1 3 1 52.8638316878664
137980 1 1 1 63001 1 1 3 1 40.9547824765078
137981 1 1 1 63001 1 1 3 2 44.5769278453943
137983 1 1 1 63001 1 1 3 1 42.9579513926952
137984 1 1 1 63001 1 1 2 1 36.2810999419082
137985 1 1 1 63001 1 1 3 2 40.1655010766432
137986 1 1 1 63001 2 1 3 1 45.1515399383621
137987 1 1 1 63001 1 1 3 3 40.1655010766432
137988 1 1 1 63001 2 1 3 1 20.3178092042585
137989 1 1 1 63001 1 1 3 2 40.5865953338
137990 1 1 1 63001 1 1 3 2 45.6679778017568
137991 1 1 1 63001 1 1 3 1 38.5465246239441
137992 1 1 1 63001 1 1 3 1 32.1895169455251
137993 1 1 1 63001 2 1 4 2 31.7719861529346
137994 1 1 1 63001 1 1 2 1 33.6649805233192
137995 1 1 1 63001 1 1 3 2 45.1515399383621
137996 1 1 1 63001 2 1 4 1 32.1895169455251
137997 1 1 1 63001 1 1 3 2 32.1895169455251
137998 1 1 1 63001 1 1 3 2 70.6029040202344
137999 1 1 1 63001 4 1 1 2 38.5465246239441
138000 1 1 1 63001 1 1 3 2 42.054076789507
138001 1 1 1 63001 1 1 2 2 45.4615528514968
138002 1 1 1 63001 2 1 4 2 37.4855687203786
138003 1 1 1 63001 1 1 2 1 24.0106713287133
138004 1 1 1 63001 1 1 1 1 36.7880193663144
138005 1 1 1 63001 1 1 4 1 27.9927594836708
138006 1 1 1 63001 1 1 2 1 36.4574308393712
138007 1 1 1 63001 1 1 2 1 30.8725302072673
138008 1 1 1 63001 1 1 1 2 45.9316701833706
138009 1 1 1 63001 1 1 1 1 44.2570840730263
138010 1 1 1 63001 1 1 1 2 44.2742173499695
138011 1 1 1 63001 1 1 1 3 56.2226052164633
138012 1 1 1 63001 2 1 1 2 48.9883546141454
138013 1 1 1 63001 1 1 2 2 57.6408810273974
138014 1 1 1 63001 2 1 3 2 32.1895169455251
138015 1 1 1 63001 2 1 3 1 33.6649805233192
138016 1 1 1 63001 2 1 4 2 33.6649805233192
138017 1 1 1 63001 3 1 1 3 45.9316701833706
138018 1 1 1 63001 1 1 2 3 66.7743337010878
138019 1 1 1 63001 2 1 5 2 35.7540743078922
138020 1 1 1 63001 1 1 2 1 50.1838993316018
138021 1 1 1 63001 2 1 1 2 51.180974623605
138022 1 1 1 63001 1 1 2 2 32.1895169455251
138023 1 1 1 63001 1 1 2 1 22.8965460761491
138024 1 1 1 63001 1 1 1 2 57.3771886457836
138025 1 1 1 63001 3 1 1 4 25.6889963922011
138026 1 1 1 63001 1 1 3 2 40.3719260269033
138027 1 1 1 63001 2 1 4 2 36.5433557077567
138028 1 1 1 63001 2 1 5 1 32.1895169455251
138029 1 1 1 63001 1 1 1 1 27.778090176774
138030 1 1 1 63001 2 1 3 2 33.2888112585243
138031 1 1 1 63001 1 1 2 1 57.7453757884913
138032 1 1 1 63001 2 1 3 2 40.8502877154138
138033 1 1 1 63001 1 1 2 1 23.5813327149197
138034 1 1 1 63001 1 1 2 1 44.6781783301831
138035 1 1 1 63001 2 1 4 2 30.8725302072673
138036 1 1 1 63001 2 1 4 1 35.7540743078922
138037 1 1 1 63001 2 1 1 2 115.490751576983
138038 1 1 1 63001 2 1 3 2 60.5322992880371
138039 1 1 1 63001 2 1 3 2 37.4855687203786
138040 1 1 1 63001 1 1 1 2 40.691090094894
138041 1 1 1 63001 1 1 2 1 35.7540743078922
138042 1 1 1 63001 1 1 3 2 27.778090176774
138043 1 1 1 63001 2 1 3 1 27.9927594836708
138044 1 1 1 63001 2 1 4 2 45.9316701833706
138045 1 1 1 63001 1 1 3 1 32.1895169455251
138046 1 1 1 63001 1 1 2 2 71.5920237874308
138047 1 1 1 63001 1 1 5 3 33.6791238624734
138048 1 1 1 63001 1 1 5 1 41.5378988640767
138049 1 1 1 63001 2 1 3 2 48.1211464904094
138050 1 1 1 63001 2 1 3 2 25.8208734725455
138051 1 1 1 63001 1 1 3 2 54.8590184819667
138052 1 1 1 63001 1 1 1 2 58.113562931199
138053 1 1 1 63001 1 1 2 1 30.8725302072673
138054 1 1 1 63001 1 1 2 2 49.4008839394997
138055 1 1 1 63001 1 1 2 2 44.7833527956543
138056 1 1 1 63001 2 1 6 1 38.0764072920703
138057 1 1 1 63001 2 1 6 1 40.1655010766432
138058 1 1 1 63001 1 1 2 1 33.6649805233192
138063 1 1 1 66001 2 1 2 3 50.7613712036042
138066 1 1 1 66001 2 1 2 2 63.5012206201142
138076 1 1 1 66001 2 1 3 2 47.3588399256192
138077 1 1 1 66001 2 1 3 2 67.2551880541796
138084 1 1 1 66001 2 1 2 2 60.3108319632757
138086 1 1 1 66001 2 1 2 2 53.1996614266842
138087 1 1 1 66001 2 1 2 2 62.8207216321718
138089 1 1 1 66001 1 1 3 2 54.0661727440797
138090 1 1 1 66001 1 1 3 2 60.991330951218
138091 1 1 1 66001 1 1 3 1 59.6934627945749
138094 1 1 1 66001 1 1 1 1 58.5249017326204
138095 1 1 1 66001 2 1 1 1 47.4707236077616
138096 1 1 1 66001 1 1 1 1 55.8788802789058
138097 1 1 1 66001 1 1 3 2 60.1005715311463
138098 1 1 1 66001 2 1 3 2 57.5887996732331
138099 1 1 1 66001 2 1 3 2 52.7991256638134
138100 1 1 1 66001 2 1 3 2 53.6917672729023
138101 1 1 1 66001 2 1 3 2 57.7057417583649
138102 1 1 1 66001 2 1 3 1 60.5217249440259
138103 1 1 1 66001 2 1 3 2 52.7991256638134
138104 1 1 1 66001 2 1 4 2 58.9479373345171
138105 1 1 1 66001 2 1 4 2 54.0929500482506
138106 1 1 1 66001 2 1 4 2 47.3588399256192
138107 1 1 1 66001 2 1 4 2 53.2712608725003
138108 1 1 1 66001 2 1 4 2 55.8788802789058
138109 1 1 1 70001 1 1 2 1 29.4525953008471
138110 1 1 1 73001 1 1 1 1 55.5484136924285
138111 1 1 1 73001 2 1 3 1 60.216506682514
138112 1 1 1 73001 1 1 3 2 53.6330329166673
138113 1 1 1 73001 1 1 2 2 68.3427518219137
138114 1 1 1 73001 2 1 3 2 53.1348905648411
138115 1 1 1 73001 2 1 2 1 70.9938727524949
138116 1 1 1 73001 1 1 2 2 78.439266163262
138117 1 1 1 73001 1 1 2 2 45.5323696737339
138118 1 1 1 73001 2 1 2 1 67.2968899929694
138119 1 1 1 73001 2 1 2 2 67.2968899929694
138120 1 1 1 73001 1 1 3 1 50.9192601572028
138121 1 1 1 73001 2 1 3 2 71.209354674363
138122 1 1 1 73001 1 1 4 1 62.1318874582752
138123 1 1 1 73001 1 1 3 2 80.7108511418231
138124 1 1 1 73001 1 1 2 1 59.3457549284796
138125 1 1 1 73001 1 1 3 1 57.8824601874712
138126 1 1 1 73001 2 1 3 1 72.1659402831418
138127 1 1 1 73001 2 1 3 2 94.9084973827492
138128 1 1 1 73001 2 1 2 1 73.4809396529241
138129 1 1 1 73001 1 1 3 1 68.1272699000456
138130 1 1 1 73001 2 1 3 1 56.5631634303336
138131 1 1 1 73001 2 1 1 2 59.3457549284796
138132 1 1 1 73001 1 1 2 1 60.216506682514
138133 1 1 1 73001 2 1 3 2 78.439266163262
138134 1 1 1 73001 1 1 3 1 56.8634130622107
138135 1 1 1 73001 1 1 3 2 68.3427518219137
138136 1 1 1 73001 1 1 2 2 59.0156260127808
138137 1 1 1 73001 2 1 2 1 59.2769361897981
138138 1 1 1 73001 2 1 2 1 55.0963276576756
138139 1 1 1 73001 2 1 3 2 73.9598403913608
138140 1 1 1 73001 2 1 4 2 57.5822105555941
138141 1 1 1 73001 2 1 4 1 55.5484136924285
138142 1 1 1 73001 2 1 2 2 71.7442099837224
138143 1 1 1 73001 1 1 2 2 63.7662602155488
138144 1 1 1 73001 2 1 2 2 71.209354674363
138145 1 1 1 73001 2 1 4 1 59.7978409632324
138146 1 1 1 73001 2 1 3 1 60.9517523254744
138147 1 1 1 73001 2 1 3 2 68.9937242667246
138148 1 1 1 73001 2 1 4 2 55.9658466044925
138149 1 1 1 73001 1 1 4 1 74.5268014818684
138150 1 1 1 73001 1 1 1 1 68.1272699000456
138151 1 1 1 73001 2 1 2 2 66.4012822591141
138152 1 1 1 73001 2 1 1 2 88.2011168671528
138153 1 1 1 73001 2 1 4 2 92.9209931608128
138154 1 1 1 73001 2 1 3 1 66.2118891242844
138155 1 1 1 73001 2 1 2 1 66.1513830713957
138156 1 1 1 73001 2 1 1 2 73.5434011694057
138157 1 1 1 73001 2 1 2 2 67.761494171549
138158 1 1 1 73001 1 1 2 2 68.3159371182299
138159 1 1 1 73001 1 1 2 1 56.6479311403426
138160 1 1 1 73001 2 1 2 2 65.9261483324627
138161 1 1 1 73001 2 1 3 2 21.1754544868673
138162 1 1 1 73001 1 1 4 1 69.7641477904378
138163 1 1 1 73001 1 1 3 1 55.5484136924285
138164 1 1 1 73001 1 1 2 2 73.4809396529241
138165 1 1 1 73001 2 1 3 1 78.439266163262
138166 1 1 1 73001 1 1 3 3 53.7514490040717
138167 1 1 1 73001 2 1 4 1 54.3662444848627
138168 1 1 1 73001 1 1 3 2 58.1491716461018
138169 1 1 1 73001 1 1 3 1 61.7324633523832
138170 1 1 1 73001 1 1 3 2 64.0665098474259
138171 1 1 1 73001 1 1 2 1 65.0812595853311
138172 1 1 1 73001 2 1 3 1 57.8824601874712
138173 1 1 1 73001 1 1 4 3 87.4899186756659
138174 1 1 1 73001 1 1 3 1 60.216506682514
138175 1 1 1 73001 2 1 3 1 84.6233158232167
138176 1 1 1 73001 2 1 3 1 56.681579517738
138177 1 1 1 73001 2 1 3 1 57.5822105555941
138178 1 1 1 73001 2 1 3 2 77.2426828808842
138179 1 1 1 73001 2 1 3 1 67.8942068188105
138180 1 1 1 73001 2 1 3 1 73.3570329031744
138181 1 1 1 73001 2 1 3 1 59.7978409632324
138182 1 1 1 73001 1 1 2 1 74.4999867781846
138183 1 1 1 73001 2 1 3 1 97.1870089111222
138184 1 1 1 73001 1 1 3 1 58.8972099253764
138185 1 1 1 73001 2 1 3 1 55.5484136924285
138186 1 1 1 73001 2 1 4 1 23.3699457421496
138187 1 1 1 73001 3 1 3 2 80.1255282587986
138188 1 1 1 73001 3 1 3 2 67.1757643862536
138189 1 1 1 73001 1 1 3 2 59.7978409632324
138190 1 1 1 73001 1 1 3 1 60.7134162271227
138191 1 1 1 73001 1 1 3 2 77.3934043343176
138192 1 1 1 73001 2 1 4 2 59.7978409632324
138193 1 1 1 73001 1 1 3 1 75.8944627805115
138194 1 1 1 73001 1 1 1 1 84.6233158232167
138195 1 1 1 73001 1 1 1 3 74.189838892458
138196 1 1 1 73001 1 1 1 2 72.2284017996234
138197 1 1 1 73001 1 1 1 3 78.439266163262
138198 1 1 1 73001 1 1 3 1 65.8604099556448
138199 1 1 1 73001 4 1 3 1 65.9818906231871
138200 1 1 1 73001 1 1 3 1 64.6258809085162
138201 1 1 1 73001 1 1 3 2 71.209354674363
138202 1 1 1 73001 2 1 1 2 66.0087053268709
138203 1 1 1 73001 2 1 2 2 94.0826179432774
138204 1 1 1 73001 1 1 1 1 49.7817969445378
138205 1 1 1 73001 1 1 3 2 62.1318874582752
138206 1 1 1 73001 2 1 3 2 77.9907211601587
138207 1 1 1 73001 2 1 3 2 61.1128403330147
138208 1 1 1 73001 2 1 3 2 58.7787938379719
138209 1 1 1 73001 2 1 5 1 65.5836589837349
138210 1 1 1 73001 2 1 5 1 58.6344366753412
138211 1 1 1 73001 2 1 5 1 50.2132674756024
138212 1 1 1 73001 2 1 5 1 63.1199432389676
138213 1 1 1 73001 2 1 5 2 58.6344366753412
138214 1 1 1 73001 2 1 4 1 75.1654299340498
138215 1 1 1 73001 1 1 3 3 62.1318874582752
138216 1 1 1 73001 3 1 2 2 70.1098372264488
138217 1 1 1 73001 2 1 3 1 50.8008440697983
138218 1 1 1 73001 1 1 3 1 52.1158434395806
138219 1 1 1 73001 2 1 4 1 55.5484136924285
138220 1 1 1 73001 2 1 4 1 60.7134162271227
138221 1 1 1 73001 2 1 2 2 66.0087053268709
138222 1 1 1 73001 1 1 1 2 65.0812595853311
138223 1 1 1 73001 2 1 3 2 66.0087053268709
138224 1 1 1 73001 2 1 4 2 18.5161378974761
138225 1 1 1 73001 2 1 4 2 22.7809172739712
138226 1 1 1 73001 2 1 4 1 59.7978409632324
138227 1 1 1 73001 2 1 2 2 47.0230350703775
138228 1 1 1 73001 1 1 5 1 76.2316361527225
138229 1 1 1 73001 1 1 2 1 68.8753081793202
138230 1 1 1 73001 1 1 5 1 82.8425166110336
138231 1 1 1 73001 1 1 4 1 65.0812595853311
138232 1 1 1 73001 2 1 2 1 75.5726633108127
138233 1 1 1 73001 2 1 4 2 78.1060020821871
138234 1 1 1 73001 2 1 4 1 15.8568213080849
138235 1 1 1 73001 2 1 3 2 59.7978409632324
138236 1 1 1 73001 2 1 4 2 73.23861681577
138237 1 1 1 73001 2 1 2 1 78.9718225206685
138238 1 1 1 73001 2 1 1 2 75.0593578392749
138239 1 1 1 73001 2 1 3 2 76.2938868864035
138240 1 1 1 73001 1 1 1 1 64.4659339533179
138241 1 1 1 73001 1 1 3 1 61.1128403330147
138242 1 1 1 73001 1 1 3 1 63.2314049061894
138243 1 1 1 73001 2 1 4 1 55.5484136924285
138244 1 1 1 73001 1 1 1 1 61.1128403330147
138245 1 1 1 73001 2 1 3 1 81.7527238800547
138246 1 1 1 73001 3 1 2 3 63.5263634606021
138247 1 1 1 73001 3 1 2 2 70.1098372264488
138248 1 1 1 73001 1 1 3 1 59.2769361897981
138249 1 1 1 73001 2 1 2 1 60.216506682514
138250 1 1 1 76001 3 1 2 2 268.111491979828
138251 1 1 1 76001 2 1 1 1 266.135887809996
138252 1 1 1 76001 2 1 2 2 240.152100371877
138253 1 1 1 76001 2 1 3 2 292.09256327973
138254 1 1 1 76001 1 1 3 1 297.196543901302
138255 1 1 1 76001 2 1 3 2 267.165919616021
138256 1 1 1 76001 1 1 2 1 559.246086232575
138257 1 1 1 76001 1 1 1 1 266.564363733911
138258 1 1 1 76001 2 1 3 1 310.572036195587
138259 1 1 1 76001 2 1 5 1 238.730328240949
138260 1 1 1 76001 1 1 4 1 370.039140602155
138261 1 1 1 76001 2 1 3 2 314.194883266726
138262 1 1 1 76001 2 1 1 1 245.859873223328
138263 1 1 1 76001 1 1 3 2 319.103051744177
138264 1 1 1 76001 2 1 4 2 254.699730232274
138265 1 1 1 76001 2 1 3 2 309.690627388967
138266 1 1 1 76001 2 1 3 1 290.465616263452
138267 1 1 1 76001 2 1 3 1 251.076883161135
138268 1 1 1 76001 2 1 3 3 209.261598668542
138270 1 1 1 76001 2 1 3 2 302.330249765089
138271 1 1 1 76001 2 1 3 1 279.112762759752
138272 1 1 1 76001 2 1 3 2 285.961360385693
138273 1 1 1 76001 2 1 2 1 188.071701435748
138274 1 1 1 76001 2 1 2 1 317.389254413949
138275 1 1 1 76001 2 1 2 2 336.184695183622
138276 1 1 1 76001 1 1 2 1 267.445772540531
138277 1 1 1 76001 2 1 2 1 256.413527562502
138278 1 1 1 76001 1 1 2 1 238.730328240949
138279 1 1 1 76001 2 1 2 2 322.408621069341
138280 1 1 1 76001 1 1 2 1 279.632108999767
138281 1 1 1 76001 2 1 2 1 336.184695183622
138282 1 1 1 76001 2 1 2 2 256.413527562502
138283 1 1 1 76001 2 1 2 1 265.534331927887
138284 1 1 1 76001 2 1 2 1 225.151897409084
138285 1 1 1 76001 2 1 2 2 349.960769297903
138286 1 1 1 76001 2 1 2 1 302.330249765089
138287 1 1 1 76001 1 1 2 1 370.039140602155
138288 1 1 1 76001 2 1 2 2 233.393683839581
138289 1 1 1 76001 2 1 2 2 211.573466577219
138290 1 1 1 76001 2 1 2 2 272.014191975478
138291 1 1 1 76001 1 1 2 1 267.165919616021
138292 1 1 1 76001 2 1 3 1 245.859873223328
138293 1 1 1 76001 2 1 2 2 338.096135796266
138294 1 1 1 76001 2 1 2 2 281.96738486447
138295 1 1 1 76001 2 1 2 1 233.393683839581
138296 1 1 1 76001 2 1 2 3 243.54452001099
138297 1 1 1 76001 2 1 2 1 314.796439148835
138298 1 1 1 76001 2 1 2 1 188.249048833135
138299 1 1 1 76001 1 1 2 2 194.433021451707
138300 1 1 1 76001 2 1 2 2 301.364381516252
138301 1 1 1 76001 2 1 2 1 233.393683839581
138302 1 1 1 76001 2 1 2 2 301.020365034554
138303 1 1 1 76001 2 1 2 1 237.016530910721
138304 1 1 1 76001 2 1 2 2 296.795962081305
138305 1 1 1 76001 2 1 2 3 285.961360385693
138306 1 1 1 76001 1 1 3 1 261.627206720614
138307 1 1 1 76001 1 1 3 1 211.573466577219
138308 1 1 1 76001 1 1 3 2 336.184695183622
138309 1 1 1 76001 1 1 3 1 237.016530910721
138310 1 1 1 76001 2 1 3 3 256.413527562502
138311 1 1 1 76001 2 1 5 1 244.1460758931
138312 1 1 1 76001 1 1 3 3 326.715233664683
138313 1 1 1 76001 1 1 3 2 245.258317341218
138314 1 1 1 76001 2 1 3 1 233.393683839581
138315 1 1 1 76001 1 1 3 3 268.278161064139
138316 1 1 1 76001 1 1 3 3 233.393683839581
138317 1 1 1 76001 2 1 3 2 269.758734881135
138318 1 1 1 76001 1 1 3 3 279.310406042168
138319 1 1 1 76001 2 1 2 2 254.699730232274
138320 1 1 1 76001 2 1 2 2 396.625420581881
138321 1 1 1 76001 1 1 5 2 192.690640795107
138322 1 1 1 76001 2 1 2 2 206.700473121109
138323 1 1 1 76001 2 1 2 2 536.222983959656
138324 1 1 1 76001 1 1 2 1 361.117073951114
138325 1 1 1 76001 2 1 3 2 253.66969842625
138326 1 1 1 76001 1 1 2 1 237.61808679283
138327 1 1 1 76001 2 1 2 1 266.79718203767
138328 1 1 1 76001 2 1 3 2 315.140455630534
138329 1 1 1 76001 2 1 3 2 248.112939445937
138330 1 1 1 76001 2 1 2 1 245.859873223328
138331 1 1 1 76001 2 1 2 1 245.258317341218
138332 1 1 1 76001 1 1 3 1 285.961360385693
138333 1 1 1 76001 1 1 3 2 224.383672442663
138334 1 1 1 76001 1 1 2 1 265.534331927887
138335 1 1 1 76001 2 1 3 2 249.762573218977
138336 1 1 1 76001 2 1 2 2 268.278161064139
138337 1 1 1 76001 2 1 3 2 336.184695183622
138338 1 1 1 76001 2 1 3 2 245.091648256907
138339 1 1 1 76001 3 1 2 2 242.835096730638
138340 1 1 1 76001 1 1 3 2 327.60664501428
138341 1 1 1 76001 1 1 2 2 225.151897409084
138342 1 1 1 76001 2 1 2 2 279.030553117658
138343 1 1 1 76001 2 1 3 2 374.293224981344
138344 1 1 1 76001 3 1 3 2 271.49667624265
138345 1 1 1 76001 2 1 3 2 302.782616878969
138346 1 1 1 76001 2 1 3 1 267.165919616021
138347 1 1 1 76001 3 1 3 2 302.782616878969
138348 1 1 1 76001 1 1 3 1 246.738891158214
138349 1 1 1 76001 2 1 3 1 251.076883161135
138350 1 1 1 76001 2 1 3 2 305.868637394011
138351 1 1 1 76001 2 1 3 2 299.029105651549
138352 1 1 1 76001 2 1 2 2 336.184695183622
138353 1 1 1 76001 1 1 3 1 278.000521311633
