DIRECTORIO SECUENCIA_ENCUESTA SECUENCIA_P ORDEN DEPMUNI P5747 P5752 P5752S1 P5090 FEX_C
137320 1 1 1 41001 1 1 2 1 34.4674135794266
137321 1 1 1 41001 1 1 2 2 42.5703333815773
137322 1 1 1 41001 3 1 2 1 33.6789528356473
137323 1 1 1 41001 1 1 2 3 39.2976343784584
137324 1 1 1 41001 1 1 2 1 33.6789528356473
137325 1 1 1 41001 1 1 2 1 43.5094058821499
137326 1 1 1 41001 1 1 2 1 54.5651537943771
137327 1 1 1 41001 3 1 2 2 36.4299774445103
137328 1 1 1 41001 2 1 2 1 43.6670490471759
137329 1 1 1 41001 1 1 2 1 48.4558012739119
137330 1 1 1 41001 2 1 2 1 38.5509853570598
137331 1 1 1 41001 2 1 2 2 39.8693329439598
137332 1 1 1 41001 2 1 2 2 45.8344282154967
137333 1 1 1 41001 2 1 2 1 33.6789528356473
137334 1 1 1 41001 1 1 2 1 29.8831335058428
137335 1 1 1 41001 1 1 2 1 31.7163889705636
137336 1 1 1 41001 2 1 2 1 43.0187349044958
137337 1 1 1 41001 2 1 2 1 35.7999607481968
137338 1 1 1 41001 2 1 2 2 43.2650187800287
137339 1 1 1 41001 2 1 2 4 37.2184381882897
137340 1 1 1 41001 2 1 2 2 38.0483675043648
137341 1 1 1 41001 2 1 2 2 36.1736434673482
137342 1 1 1 41001 1 1 2 1 33.6789528356473
137343 1 1 1 41001 2 1 2 2 38.6839765678544
137344 1 1 1 41001 3 1 2 2 38.3391258622573
137345 1 1 1 41001 2 1 2 1 41.4604540133886
137346 1 1 1 41001 1 1 2 1 39.2976343784584
137347 1 1 1 41001 2 1 2 2 43.6670490471759
137348 1 1 1 41001 1 1 2 1 42.0904707097022
137349 1 1 1 41001 3 1 2 2 37.4000533616847
137350 1 1 1 41001 2 1 3 2 37.4000533616847
137351 1 1 1 41001 1 1 2 1 49.8301601650628
137352 1 1 1 41001 3 1 2 2 37.4000533616847
137353 1 1 1 41001 1 1 2 1 37.2184381882897
137354 1 1 1 41001 1 1 2 1 43.95970417848
137355 1 1 1 41001 2 1 2 2 40.4493254690278
137356 1 1 1 41001 1 1 2 1 37.6691942169747
137357 1 1 1 41001 1 1 2 1 36.9206484221644
137358 1 1 1 41001 1 1 2 1 46.5605747629047
137359 1 1 1 41001 1 1 2 2 45.5417730841926
137360 1 1 1 41001 1 1 2 1 31.5478948214686
137361 1 1 1 41001 1 1 2 1 34.1068518845752
137362 1 1 1 41001 1 1 2 1 43.6670490471759
137363 1 1 1 41001 1 1 2 1 34.4674135794266
137364 1 1 1 41001 3 1 2 2 37.4000533616847
137365 1 1 1 41001 1 1 2 1 45.8344282154967
137366 1 1 1 41001 1 1 2 1 36.3836061887391
137367 1 1 1 41001 2 1 2 1 33.6789528356473
137368 1 1 1 41001 1 1 2 3 43.6670490471759
137369 1 1 1 41001 2 1 2 2 38.5509853570598
137370 1 1 1 41001 2 1 2 2 39.9230915413814
137371 1 1 1 41001 1 1 2 3 34.3512389866964
137372 1 1 1 41001 3 1 2 2 45.5881443399638
137373 1 1 1 41001 2 1 2 1 33.6789528356473
137374 1 1 1 41001 1 1 2 1 37.4647220638225
137375 1 1 1 41001 2 1 2 2 36.4299774445103
137376 1 1 1 41001 2 1 1 2 43.3743939158718
137377 1 1 1 41001 2 1 2 1 36.6762613200432
137378 1 1 1 41001 1 1 2 1 36.5884214919761
137379 1 1 1 41001 1 1 2 1 29.1420768516202
137380 1 1 1 41001 1 1 1 2 33.6023372584686
137381 1 1 1 41001 2 1 2 3 35.5881012533943
137382 1 1 1 41001 1 1 2 2 37.4000533616847
137383 1 1 1 41001 2 1 2 1 33.6325815798761
137384 1 1 1 41001 2 1 2 1 40.6301815472286
137385 1 1 1 41001 2 1 2 4 39.2805528685964
137386 1 1 1 41001 1 1 2 1 41.4604540133886
137387 1 1 1 41001 1 1 2 1 33.6789528356473
137388 1 1 1 41001 1 1 2 1 39.5439182539913
137389 1 1 1 41001 1 1 1 4 78.571375006835
137390 1 1 1 41001 2 1 2 2 38.0483675043648
137391 1 1 1 41001 1 1 1 4 67.3579056712946
137392 1 1 1 41001 2 1 2 2 36.4299774445103
137393 1 1 1 41001 2 1 2 2 35.2973428955018
137394 1 1 1 41001 1 1 2 2 38.5854097377902
137395 1 1 1 41001 2 1 2 1 33.6789528356473
137396 1 1 1 41001 1 1 2 2 45.5881443399638
137397 1 1 1 41001 1 1 2 1 33.6789528356473
137398 1 1 1 41001 1 1 2 1 33.6789528356473
137399 1 1 1 41001 1 1 1 4 62.4895746356063
137400 1 1 1 41001 2 1 2 2 39.5210612742342
137401 1 1 1 41001 2 1 2 2 47.7091522525133
137402 1 1 1 41001 1 1 2 1 37.2184381882897
137403 1 1 1 41001 2 1 2 2 40.2157466726855
137404 1 1 1 41001 2 1 1 4 91.6688564309933
137405 1 1 1 41001 2 1 2 2 37.3536821059135
137406 1 1 1 41001 1 1 2 2 47.7091522525133
137407 1 1 1 41001 2 1 2 2 42.0904707097022
137408 1 1 1 41001 1 1 1 4 95.4183045050266
137409 1 1 1 41001 1 1 2 1 33.6789528356473
137410 1 1 1 41001 1 1 2 1 36.4299774445103
137411 1 1 1 41001 1 1 2 1 41.8707429618259
137412 1 1 1 41001 1 1 2 1 55.4488417078739
137413 1 1 1 41001 1 1 2 1 35.7999607481968
137414 1 1 1 41001 3 1 2 2 37.4000533616847
137415 1 1 1 41001 1 1 2 2 44.2040912806013
137416 1 1 1 41001 1 1 2 1 39.2976343784584
137417 1 1 1 41001 2 1 2 1 39.2976343784584
137418 1 1 1 41001 1 1 2 2 49.4003656679593
137419 1 1 1 41001 2 1 1 2 45.3860266925782
137420 1 1 1 41001 1 1 1 1 34.6490287528217
137421 1 1 1 41001 2 1 2 1 31.8042287986307
137422 1 1 1 41001 1 1 2 1 39.2976343784584
137423 1 1 1 41001 1 1 2 1 33.6325815798761
137424 1 1 1 41001 1 1 2 1 40.2213390398616
137425 1 1 1 41001 1 1 1 1 43.2650187800287
137426 1 1 1 41001 1 1 1 2 45.8344282154967
137427 1 1 1 41001 2 1 2 1 45.8344282154967
137428 1 1 1 41001 2 1 2 2 31.6931888407216
137429 1 1 1 41001 2 1 2 1 36.4299774445103
137430 1 1 1 41001 2 1 2 2 39.5210612742342
137431 1 1 1 41001 1 1 2 1 33.6789528356473
137432 1 1 1 41001 1 1 2 2 33.6789528356473
137433 1 1 1 41001 1 1 1 1 46.3142908873718
137434 1 1 1 41001 2 1 1 3 44.2040912806013
137435 1 1 1 41001 2 1 2 1 33.6789528356473
137436 1 1 1 41001 2 1 2 1 45.5881443399638
137437 1 1 1 41001 2 1 2 2 39.9230915413814
137438 1 1 1 41001 2 1 2 3 45.8344282154967
137439 1 1 1 41001 1 1 2 2 32.4765149496798
137440 1 1 1 41001 1 1 2 1 49.788348442682
137441 1 1 1 41001 1 1 2 2 43.5094058821499
137442 1 1 1 41001 1 1 2 1 33.8949923897727
137443 1 1 1 41001 2 1 2 3 45.5881443399638
137444 1 1 1 41001 2 1 2 2 40.4601337748068
137445 1 1 1 41001 1 1 2 1 37.8489126169581
137446 1 1 1 41001 2 1 2 1 38.3391258622573
137447 1 1 1 41001 1 1 2 1 54.5127764331509
137448 1 1 1 41001 1 1 2 2 42.8628725182261
137449 1 1 1 41001 1 1 2 1 45.5176504966576
137450 1 1 1 41001 1 1 2 1 37.2184381882897
137451 1 1 1 41001 1 1 2 1 44.7618435256266
137452 1 1 1 41001 1 1 2 1 45.5417730841926
137453 1 1 1 41001 1 1 2 1 39.7419341003413
137454 1 1 1 41001 1 1 2 1 43.0834036066336
137455 1 1 1 41001 1 1 2 2 33.6789528356473
137456 1 1 1 41001 1 1 2 1 44.1696668998709
137457 1 1 1 41001 2 1 2 2 29.3441944990058
137458 1 1 1 41001 1 1 2 1 42.8371197311008
137459 1 1 1 41001 1 1 2 1 61.8558564535686
137460 1 1 1 41001 2 1 2 2 87.8228722985943
137461 1 1 1 41001 2 1 2 2 87.3340980943519
137462 1 1 1 41001 2 1 2 1 74.4368763765793
137463 1 1 1 41001 2 1 2 1 91.6688564309933
137464 1 1 1 41001 2 1 2 2 84.1809414194043
137465 1 1 1 41001 2 1 2 1 43.3743939158718
137466 1 1 1 41001 2 1 2 2 36.4299774445103
137467 1 1 1 41001 2 1 2 1 45.8344282154967
137468 1 1 1 41001 1 1 2 2 45.5417730841926
137469 1 1 1 41001 1 1 2 1 43.3743939158718
137470 1 1 1 41001 1 1 2 1 40.2213390398616
137471 1 1 1 41001 1 1 2 2 43.9114361492972
137472 1 1 1 41001 2 1 2 2 39.9230915413814
137473 1 1 1 41001 1 1 1 1 45.8344282154967
137474 1 1 1 41001 1 1 2 2 47.7091522525133
137475 1 1 1 41001 1 1 2 1 37.3536821059135
137476 1 1 1 41001 1 1 1 1 30.139467483005
137477 1 1 1 41001 1 1 2 1 31.1095434001793
137478 1 1 1 41001 1 1 2 1 39.3394461008392
137479 1 1 1 41001 2 1 2 2 91.6688564309933
137480 1 1 1 41001 2 1 2 1 76.5855092129721
137481 1 1 1 41001 1 1 2 1 37.4183508080513
137482 1 1 1 41001 2 1 2 1 43.6670490471759
137483 1 1 1 41001 2 1 2 2 36.3836061887391
137484 1 1 1 41001 2 1 2 2 72.8360611389388
137485 1 1 1 41001 1 1 2 1 37.2184381882897
137486 1 1 1 41001 3 1 3 2 45.5881443399638
137487 1 1 1 41001 3 1 2 2 37.4000533616847
137488 1 1 1 41001 1 1 2 2 33.6789528356473
137489 1 1 1 41001 1 1 4 1 47.7091522525133
137490 1 1 1 41001 2 1 2 1 33.6789528356473
137491 1 1 1 41001 1 1 2 1 50.7584243598564
137492 1 1 1 41001 2 1 2 1 37.2184381882897
137493 1 1 1 41001 2 1 2 4 39.2210188012797
137494 1 1 1 41001 2 1 2 2 43.0187349044958
137495 1 1 1 41001 2 1 2 1 34.4674135794266
137496 1 1 1 41001 2 1 2 2 43.9114361492972
137497 1 1 1 41001 1 1 4 1 40.2157466726855
137498 1 1 1 44001 1 1 1 3 36.3750504196113
137500 1 1 1 44001 1 1 3 1 17.6115480556039
137501 1 1 1 44001 1 1 1 2 16.7459245156877
137502 1 1 1 44001 1 1 1 2 24.0648265327168
137503 1 1 1 44001 1 1 1 2 12.2638280451302
137504 1 1 1 44001 1 1 1 1 25.7101174568026
137505 1 1 1 44001 1 1 1 2 17.2639024522596
137506 1 1 1 44001 1 1 3 2 10.0503539993656
137507 1 1 1 44001 1 1 3 1 15.8729552920362
137508 1 1 1 44001 1 1 3 1 10.0503539993656
137509 1 1 1 44001 1 1 3 3 18.2898195291073
137510 1 1 1 44001 2 1 3 2 23.9045329957852
137511 1 1 1 44001 1 1 3 1 17.4235154308148
137512 1 1 1 44001 1 1 3 1 15.2992822519238
137513 1 1 1 44001 1 1 3 1 10.0503539993656
137514 1 1 1 44001 1 1 3 3 10.0503539993656
137515 1 1 1 44001 1 1 2 1 27.290754961972
137516 1 1 1 44001 1 1 2 1 10.0503539993656
137518 1 1 1 44001 2 1 2 2 20.3553206983852
137519 1 1 1 44001 1 1 2 1 16.7459245156877
137520 1 1 1 44001 2 1 3 2 17.4235154308148
137521 1 1 1 44001 1 1 3 2 21.2273404278689
137522 1 1 1 44001 1 1 3 2 23.9045329957852
137523 1 1 1 44001 2 1 2 1 20.3553206983852
137524 1 1 1 44001 2 1 3 2 13.8077230585499
137525 1 1 1 44001 1 1 3 2 28.8015357029282
137526 1 1 1 44001 1 1 2 1 10.3592261134398
137527 1 1 1 44001 1 1 1 1 31.023021631475
137528 1 1 1 44001 1 1 3 1 20.5326818740292
137529 1 1 1 44001 1 1 3 1 10.910318322475
137530 1 1 1 44001 1 1 3 3 17.5759911595765
137531 1 1 1 44001 2 1 3 1 23.9045329957852
137532 1 1 1 44001 2 1 3 1 24.4961198496385
137533 1 1 1 44001 1 1 2 2 12.7818059817021
137534 1 1 1 44001 1 1 2 1 14.2283449263266
137535 1 1 1 44001 2 1 2 1 23.7579297449082
137536 1 1 1 44001 1 1 3 1 21.2273404278689
137537 1 1 1 44001 1 1 3 1 13.5875108903914
137538 1 1 1 44001 1 1 2 2 19.5827300621593
137539 1 1 1 44001 1 1 3 1 14.7463228628985
137540 1 1 1 44001 2 1 3 3 16.1673473895126
137541 1 1 1 44001 2 1 2 2 13.5875108903914
137542 1 1 1 44001 1 1 3 1 14.7463228628985
137544 1 1 1 44001 1 1 2 1 29.5643896191031
137545 1 1 1 44001 1 1 2 2 20.8976603701566
137546 1 1 1 44001 1 1 2 1 15.269544306227
137547 1 1 1 44001 1 1 2 1 17.4235154308148
137548 1 1 1 44001 1 1 2 1 10.0503539993656
137549 1 1 1 44001 2 1 2 1 23.3266364279864
137550 1 1 1 44001 2 1 3 1 10.0503539993656
137551 1 1 1 44001 1 1 2 2 16.8955130853891
137552 1 1 1 44001 1 1 2 1 16.5856309787562
137553 1 1 1 44001 1 1 3 2 17.4235154308148
137554 1 1 1 44001 2 1 3 1 10.1046134137858
137555 1 1 1 44001 2 1 2 2 16.8402436784102
137556 1 1 1 44001 2 1 2 1 36.7469344853695
137557 1 1 1 44001 1 1 2 2 37.6890799148579
137558 1 1 1 44001 1 1 2 1 36.5796390582147
137559 1 1 1 44001 2 1 3 2 33.3706506521689
137560 1 1 1 44001 1 1 2 1 30.8705315710938
137561 1 1 1 44001 1 1 2 2 24.5276560902605
137562 1 1 1 44001 2 1 2 2 40.7768699416972
137563 1 1 1 44001 1 1 2 1 33.4918490313754
137564 1 1 1 44001 2 1 3 1 16.5856309787562
137565 1 1 1 44001 2 1 3 1 19.8373427618133
137566 1 1 1 44001 2 1 2 2 16.7459245156877
137567 1 1 1 44001 2 1 3 2 12.7818059817021
137568 1 1 1 44001 1 1 3 1 21.6593143031669
137569 1 1 1 44001 1 1 3 1 21.6422466644544
137570 1 1 1 44001 2 1 3 1 16.9055374942429
137571 1 1 1 44001 1 1 3 1 26.4743450860526
137572 1 1 1 44001 1 1 2 1 22.7719159996648
137573 1 1 1 44001 1 1 3 2 27.1562447788424
137574 1 1 1 44001 1 1 3 2 19.0647521255874
137575 1 1 1 44001 1 1 3 2 30.1915333689838
137576 1 1 1 44001 1 1 3 2 27.4072292592101
137577 1 1 1 44001 1 1 3 1 28.8015357029282
137578 1 1 1 44001 1 1 3 1 20.4459972543791
137579 1 1 1 44001 1 1 3 1 16.6853253260845
137580 1 1 1 44001 2 1 2 2 11.007660003828
137581 1 1 1 44001 1 1 3 4 10.0503539993656
137582 1 1 1 44001 2 1 3 2 10.910318322475
137583 1 1 1 44001 1 1 3 2 10.0503539993656
137584 1 1 1 44001 2 1 3 1 28.6412421659967
137585 1 1 1 44001 2 1 3 2 12.2638280451302
137586 1 1 1 44001 2 1 3 1 22.648364954483
137587 1 1 1 44001 1 1 2 1 13.8077230585499
137588 1 1 1 44001 1 1 2 1 18.9674104442345
137589 1 1 1 44001 2 1 3 1 10.8234581531629
137590 1 1 1 44001 2 1 3 1 23.418768070726
137591 1 1 1 44001 1 1 3 2 22.1121189412623
137592 1 1 1 44001 2 1 3 1 22.8602127684742
137593 1 1 1 44001 2 1 3 2 13.7650218264484
137594 1 1 1 44001 2 1 3 2 29.4361910279085
137595 1 1 1 44001 2 1 3 2 22.1121189412623
137596 1 1 1 44001 3 1 3 2 25.9159670352334
137597 1 1 1 44001 3 1 3 2 25.7433432262303
137598 1 1 1 44001 2 1 3 2 25.185520832999
137599 1 1 1 44001 3 1 3 2 21.0890939130946
137600 1 1 1 44001 2 1 3 2 22.8602127684742
137601 1 1 1 44001 1 1 3 1 15.5326074668999
137602 1 1 1 44001 1 1 2 1 20.5326818740292
137603 1 1 1 44001 1 1 3 1 18.9352309008651
137604 1 1 1 44001 1 1 2 1 11.007660003828
137605 1 1 1 44001 1 1 3 1 21.2273404278689
137606 1 1 1 44001 1 1 3 1 13.9084384108398
137607 1 1 1 44001 1 1 1 1 10.0503539993656
137608 1 1 1 44001 1 1 3 1 16.5856309787562
137609 1 1 1 44001 1 1 3 1 21.2273404278689
137610 1 1 1 44001 1 1 1 1 21.2273404278689
137611 1 1 1 44001 1 1 3 1 16.0505854034718
137612 1 1 1 44001 1 1 2 1 19.5827300621593
137613 1 1 1 44001 2 1 3 1 30.1922139273601
137614 1 1 1 44001 1 1 3 1 16.7459245156877
137616 1 1 1 44001 1 1 3 1 10.0503539993656
137617 1 1 1 44001 1 1 3 1 23.1884980255705
137618 1 1 1 44001 1 1 3 2 21.2273404278689
137619 1 1 1 44001 2 1 3 1 45.542470882577
137620 1 1 1 44001 2 1 2 1 32.1011708069436
137621 1 1 1 44001 1 1 3 1 32.0154688219147
137622 1 1 1 44001 2 1 2 2 12.7818059817021
137623 1 1 1 44001 1 1 2 3 27.9927219997408
137624 1 1 1 44001 2 1 3 2 34.0010744306834
137625 1 1 1 44001 1 1 3 1 24.5276560902605
137626 1 1 1 44001 1 1 3 1 47.8090659915705
137627 1 1 1 44001 1 1 3 2 18.9674104442345
137628 1 1 1 44001 1 1 3 1 21.2280209862452
137629 1 1 1 44001 2 1 2 1 10.910318322475
137630 1 1 1 44001 1 1 2 1 21.6446030121508
137631 1 1 1 44001 1 1 3 1 19.8373427618133
137632 1 1 1 44001 2 1 2 2 19.8373427618133
137633 1 1 1 44001 1 1 3 1 16.0077344109573
137634 1 1 1 44001 1 1 3 2 17.4235154308148
137635 1 1 1 44001 1 1 3 2 22.0765768874489
137636 1 1 1 44001 2 1 2 2 16.7459245156877
137637 1 1 1 44001 1 1 3 1 19.5827300621593
137638 1 1 1 44001 2 1 2 1 16.5685633400437
137639 1 1 1 44001 1 1 3 1 17.4235154308148
137640 1 1 1 44001 1 1 2 1 13.3904604742679
137641 1 1 1 44001 1 1 2 1 24.8374171689427
137642 1 1 1 44001 1 1 2 1 14.1790977442447
137643 1 1 1 44001 1 1 1 2 22.0765768874489
137644 1 1 1 44001 2 1 2 2 16.5856309787562
137645 1 1 1 44001 1 1 1 2 16.8402436784102
137646 1 1 1 44001 1 1 2 1 16.7459245156877
137647 1 1 1 44001 1 1 1 1 28.2400262154656
137648 1 1 1 44001 2 1 1 2 21.2280209862452
137649 1 1 1 44001 2 1 3 2 12.2638280451302
137650 1 1 1 44001 1 1 1 1 25.9640495980804
137651 1 1 1 44001 1 1 1 1 11.5256379403999
137652 1 1 1 44001 1 1 1 4 25.3885093779779
137653 1 1 1 44001 1 1 1 1 32.3680808931113
137654 1 1 1 44001 4 1 1 4 24.1323413366757
137655 1 1 1 44001 1 1 1 4 16.0505854034718
137656 1 1 1 44001 1 1 2 1 10.0503539993656
137657 1 1 1 44001 1 1 2 1 24.9970301474979
137658 1 1 1 44001 1 1 2 1 25.6601897163444
137659 1 1 1 44001 1 1 2 2 16.0077344109573
137660 1 1 1 44001 1 1 1 3 25.5327562811586
137661 1 1 1 44001 1 1 1 4 18.8077974656792
137662 1 1 1 44001 2 1 2 1 19.8373427618133
137663 1 1 1 44001 1 1 2 2 12.7818059817021
137664 1 1 1 44001 2 1 2 2 12.2638280451302
137665 1 1 1 44001 2 1 2 2 25.6087215461364
137666 1 1 1 44001 2 1 2 1 11.0545652256557
137667 1 1 1 44001 2 1 2 1 22.7719159996648
137668 1 1 1 44001 1 1 2 1 24.3194392323708
137669 1 1 1 44001 1 1 2 1 10.0503539993656
137670 1 1 1 44001 2 1 2 1 18.2898195291073
137671 1 1 1 44001 1 1 3 1 13.6280055352094
137672 1 1 1 44001 1 1 3 1 21.2273404278689
137673 1 1 1 44001 1 1 2 2 12.7818059817021
137674 1 1 1 44001 1 1 2 1 20.3553206983852
137675 1 1 1 44001 1 1 2 1 16.9055374942429
137676 1 1 1 44001 1 1 2 1 15.3123952987414
137677 1 1 1 44001 2 1 2 2 19.3625178940008
137678 1 1 1 52001 1 1 3 1 39.6569846638501
137679 1 1 1 52001 2 1 2 1 46.3869685776596
137680 1 1 1 52001 2 1 2 1 29.732037536174
137681 1 1 1 52001 1 1 1 1 62.8871968118411
137682 1 1 1 52001 1 1 1 1 19.7470225290356
137683 1 1 1 52001 1 1 1 1 84.2167060326405
137684 1 1 1 52001 2 1 1 2 70.2511130360552
137685 1 1 1 52001 1 1 2 1 35.2826848451869
137686 1 1 1 52001 1 1 2 1 39.3369167309119
137687 1 1 1 52001 1 1 1 1 28.5420858972469
137688 1 1 1 52001 2 1 2 2 28.2638587949113
137689 1 1 1 52001 2 1 2 2 48.7172381549534
137690 1 1 1 52001 1 1 3 1 53.8243405201961
137691 1 1 1 52001 1 1 2 1 44.3485121195173
137692 1 1 1 52001 1 1 2 1 44.1534837351742
137693 1 1 1 52001 2 1 2 1 39.6569846638501
137694 1 1 1 52001 2 1 2 1 31.6549690023671
137695 1 1 1 52001 2 1 2 1 45.499463223776
137696 1 1 1 52001 1 1 2 1 25.2006093903515
137697 1 1 1 52001 1 1 2 2 34.8054885850894
137698 1 1 1 52001 1 1 2 1 48.3568737974142
137699 1 1 1 52001 2 1 2 2 39.6569846638501
137700 1 1 1 52001 2 1 1 2 51.2412583584192
137701 1 1 1 52001 1 1 3 1 43.458403965092
137702 1 1 1 52001 2 1 2 2 49.2929123743736
137703 1 1 1 52001 2 1 2 1 35.9807355979545
137704 1 1 1 52001 2 1 2 2 50.1480914543005
137705 1 1 1 52001 2 1 2 2 52.8063991151768
137706 1 1 1 52001 1 1 2 1 43.8603747260901
137707 1 1 1 52001 1 1 3 1 47.2947523408323
137708 1 1 1 52001 1 1 3 1 35.1255565180276
137709 1 1 1 52001 2 1 2 2 37.1521020521068
137710 1 1 1 52001 1 1 2 2 30.0171763946138
137711 1 1 1 52001 2 1 2 2 39.6220555893517
137712 1 1 1 52001 3 1 1 2 48.9700507394365
137713 1 1 1 52001 1 1 1 1 28.5917195978073
137714 1 1 1 52001 3 1 1 3 43.1275721795106
137715 1 1 1 52001 2 1 2 1 36.436606932131
137716 1 1 1 52001 2 1 2 2 63.2113392731982
137717 1 1 1 52001 1 1 1 1 39.6569846638501
137718 1 1 1 52001 2 1 3 3 96.2081224258622
137719 1 1 1 52001 2 1 1 1 53.2486663007759
137720 1 1 1 52001 2 1 1 1 35.1255565180276
137721 1 1 1 52001 3 1 3 2 90.6463139296244
137722 1 1 1 52001 1 1 1 2 41.8232141578804
137723 1 1 1 52001 2 1 1 1 48.7172381549534
137724 1 1 1 52001 2 1 1 2 41.4103022635526
137725 1 1 1 52001 2 1 1 3 53.1734408016766
137726 1 1 1 52001 2 1 2 1 44.1534837351742
137727 1 1 1 52001 1 1 1 2 53.1734408016766
137728 1 1 1 52001 1 1 1 1 49.4892215851367
137729 1 1 1 52001 1 1 2 3 48.9700507394365
137730 1 1 1 52001 2 1 2 1 35.1255565180276
137731 1 1 1 52001 3 1 1 3 45.0895223121336
137732 1 1 1 52001 2 1 1 2 53.1734408016766
137733 1 1 1 52001 3 1 3 2 72.873213864262
137734 1 1 1 52001 1 1 4 1 31.6200399278687
137735 1 1 1 52001 2 1 3 3 86.916807930184
137736 1 1 1 52001 1 1 2 1 39.6569846638501
137737 1 1 1 52001 3 1 1 3 58.5465040935545
137738 1 1 1 52001 1 1 2 1 39.6569846638501
137739 1 1 1 52001 1 1 2 1 35.5678237036267
137740 1 1 1 52001 2 1 2 1 35.1255565180276
137741 1 1 1 52001 2 1 3 2 45.9447013920605
137742 1 1 1 52001 2 1 3 1 35.1255565180276
137743 1 1 1 52001 2 1 3 1 39.6220555893517
137744 1 1 1 52001 1 1 2 1 45.499463223776
137745 1 1 1 52001 2 1 3 1 41.7803149327377
137746 1 1 1 52001 1 1 3 1 35.1255565180276
137747 1 1 1 52001 3 1 2 2 37.2917860120579
137748 1 1 1 52001 2 1 2 2 43.4933330395904
137749 1 1 1 52001 2 1 3 1 27.1235408565446
137750 1 1 1 52001 2 1 2 2 57.2949280358566
137751 1 1 1 52001 1 1 2 2 50.7612683963228
137752 1 1 1 52001 2 1 2 2 61.8263561816791
137753 1 1 1 52001 1 1 2 1 36.436606932131
137754 1 1 1 52001 1 1 2 1 36.436606932131
137755 1 1 1 52001 1 1 1 1 44.5957509207733
137756 1 1 1 52001 2 1 2 2 62.2686233672782
137757 1 1 1 52001 1 1 2 2 38.593585449097
137758 1 1 1 52001 2 1 3 2 44.5957509207733
137759 1 1 1 52001 1 1 2 1 44.3429383362902
137760 1 1 1 52001 1 1 2 1 46.3869685776596
137761 1 1 1 52001 1 1 2 1 40.639996994371
137762 1 1 1 52001 1 1 2 1 51.6524770282327
137763 1 1 1 52001 1 1 2 2 61.5412173232393
137764 1 1 1 52001 1 1 2 1 55.9838776217532
137765 1 1 1 52001 2 1 2 2 61.8263561816791
137766 1 1 1 52001 2 1 3 2 41.4103022635526
137767 1 1 1 52001 2 1 2 2 53.1734408016766
137768 1 1 1 52001 1 1 2 1 39.6569846638501
137769 1 1 1 52001 3 1 2 2 52.8063991151768
137770 1 1 1 52001 1 1 2 1 51.1283100828226
137771 1 1 1 52001 2 1 2 2 53.1734408016766
137772 1 1 1 52001 2 1 2 2 49.8545851106347
137773 1 1 1 52001 3 1 2 2 37.5769248704977
137774 1 1 1 52001 1 1 2 1 44.1534837351742
137775 1 1 1 52001 1 1 2 1 55.4069256441619
137776 1 1 1 52001 2 1 2 1 31.6200399278687
137777 1 1 1 52001 2 1 2 1 41.7803149327377
137778 1 1 1 52001 2 1 2 3 49.5265470270522
137779 1 1 1 52001 2 1 2 2 55.9838776217532
137780 1 1 1 52001 1 1 2 1 35.1255565180276
137781 1 1 1 52001 2 1 2 2 47.3309622417506
137782 1 1 1 52001 2 1 2 1 54.9646584585628
137783 1 1 1 52001 2 1 3 1 69.6109771701788
137784 1 1 1 52001 2 1 3 2 41.7803149327377
137785 1 1 1 52001 2 1 2 2 52.5535865306937
137786 1 1 1 52001 1 1 2 1 40.0992518494492
137787 1 1 1 52001 2 1 3 2 39.6220555893517
137788 1 1 1 52001 2 1 2 2 28.434591270648
137789 1 1 1 52001 1 1 3 1 39.779183916511
137790 1 1 1 52001 2 1 2 1 41.8165217654072
137791 1 1 1 52001 2 1 2 2 56.9278863493569
137792 1 1 1 52001 2 1 2 2 44.5957509207733
137793 1 1 1 52001 1 1 2 1 46.3117430785602
137794 1 1 1 52001 3 1 2 2 57.370153534956
137795 1 1 1 52001 2 1 3 1 28.2638587949113
137796 1 1 1 52001 1 1 2 1 57.704868947499
137797 1 1 1 52001 2 1 2 2 32.7603578662354
137798 1 1 1 52001 3 1 3 2 43.1275721795106
137799 1 1 1 63001 1 1 3 1 28.0972542447648
137800 1 1 1 63001 2 1 3 2 45.6679778017568
137801 1 1 1 63001 1 1 2 1 45.197860469883
137802 1 1 1 63001 1 1 3 2 58.15988346272
137803 1 1 1 63001 1 1 1 1 53.4441235655431
137804 1 1 1 63001 1 1 1 1 38.5465246239441
137805 1 1 1 63001 1 1 1 1 41.7534826142247
137806 1 1 1 63001 1 1 2 1 36.0732383758829
137807 1 1 1 63001 1 1 2 2 33.6649805233192
137808 1 1 1 63001 1 1 3 1 37.4855687203786
137809 1 1 1 63001 1 1 2 1 46.3461778575992
137810 1 1 1 63001 1 1 3 1 42.4878340608214
137811 1 1 1 63001 1 1 1 2 53.548618326637
137812 1 1 1 63001 1 1 1 1 29.4682230614649
137813 1 1 1 63001 1 1 2 2 44.7833527956543
137814 1 1 1 63001 1 1 1 1 33.6649805233192
137815 1 1 1 63001 1 1 1 1 32.1895169455251
137816 1 1 1 63001 1 1 2 1 29.5421569758537
137817 1 1 1 63001 1 1 3 1 32.294011706619
137818 1 1 1 63001 1 1 2 1 29.4682230614649
137819 1 1 1 63001 1 1 2 1 50.0794045705079
137820 1 1 1 63001 1 1 3 1 20.3178092042585
137821 1 1 1 63001 1 1 1 1 50.6702431421995
